question_id;question_text;years;num_years;response_alternatives;num_responses
10795;anser följande myndighet sköter sitt arbete - arbetsförmedlingen;2010, 2011;2;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till myndigheten;7
10917;anser följande myndighet sköter sitt arbete - centrala studiestödsnämnden (csn);2010;1;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till myndigheten;7
10796;anser följande myndighet sköter sitt arbete - försäkringskassan;2010, 2011;2;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till myndigheten;7
11544;anser följande myndighet sköter sitt arbete - havs- och vattenmyndigheten;2011;1;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till myndigheten;7
11545;anser följande myndighet sköter sitt arbete - migrationsverket;2011;1;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till myndigheten;7
11546;anser följande myndighet sköter sitt arbete - pensionsmyndigheten;2011;1;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till myndigheten;7
10918;anser följande myndighet sköter sitt arbete - polisen;2010;1;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till myndigheten;7
10919;anser följande myndighet sköter sitt arbete - skatteverket;2010;1;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till myndigheten;7
11547;anser följande myndighet sköter sitt arbete - trafikverket;2011;1;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till myndigheten;7
10920;anser följande myndighet sköter sitt arbete - valmyndigheten;2010;1;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till myndigheten;7
11340;anser om hur verksamheten fungerar i det landsting/region eller kommun där du bor - grundskolan;2011, 2012;2;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till myndigheten;7
11861;anser om hur verksamheten fungerar i det landsting/region eller kommun där du bor - plan- och byggfrågor;2012;1;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till myndigheten;7
11862;anser om hur verksamheten fungerar i det landsting/region eller kommun där du bor - renhållningen;2012;1;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till myndigheten;7
11341;anser om hur verksamheten fungerar i det landsting/region eller kommun där du bor - sjukvården;2011, 2012;2;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till myndigheten;7
11863;anser om hur verksamheten fungerar i det landsting/region eller kommun där du bor - äldreomsorgen;2012;1;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till myndigheten;7
14615;fungerar i det landsting/region eller kommun där du bor? grundskolan;2017;1;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till myndigheten;7
14616;fungerar i det landsting/region eller kommun där du bor? sjukvården;2017;1;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till myndigheten;7
14617;fungerar i det landsting/region eller kommun där du bor? äldreomsorgen;2017;1;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till myndigheten;7
17547;förtroende gällande information om energi och kärnkraft? energimyndigheten;2024;1;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till myndigheten;7
17548;förtroende gällande information om energi och kärnkraft? naturvårdsverket;2024;1;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till myndigheten;7
17549;förtroende gällande information om energi och kärnkraft? strålsäkerhetsmyndigheten (ssm);2024;1;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till myndigheten;7
12273;myndigheter sköter sin uppgift? arbetsförmedlingen;2013, 2014, 2015;3;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till myndigheten;7
13862;myndigheter sköter sin uppgift? centrala studiestödsnämnden;2015;1;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till myndigheten;7
13322;myndigheter sköter sin uppgift? forum för levande historia;2014;1;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till myndigheten;7
12274;myndigheter sköter sin uppgift? försäkringskassan;2013, 2014, 2015;3;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till myndigheten;7
12275;myndigheter sköter sin uppgift? havs- och vattenmyndigheten;2013, 2015;2;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till myndigheten;7
13863;myndigheter sköter sin uppgift? inspektionen för vård och omsorg;2015;1;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till myndigheten;7
13323;myndigheter sköter sin uppgift? konsumentverket;2014;1;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till myndigheten;7
12276;myndigheter sköter sin uppgift? migrationsverket;2013, 2015;2;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till myndigheten;7
13324;myndigheter sköter sin uppgift? pensionsmyndigheten;2014;1;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till myndigheten;7
12277;myndigheter sköter sin uppgift? polisen;2013, 2014, 2015;3;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till myndigheten;7
12720;myndigheter sköter sin uppgift? scb (statistiska centralbyrån);2013;1;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till myndigheten;7
12278;myndigheter sköter sin uppgift? skatteverket;2013, 2015;2;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till myndigheten;7
13325;myndigheter sköter sin uppgift? socialstyrelsen;2014;1;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till myndigheten;7
12279;myndigheter sköter sin uppgift? trafikverket;2013, 2015;2;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till myndigheten;7
15367;sköter sin uppgift? - allmänna reklamationsnämnden (arn);2019;1;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till myndigheten;7
14158;sköter sin uppgift? - arbetsförmedlingen;2016, 2018, 2019, 2020, 2021, 2022, 2023, 2024;8;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till myndigheten;7
15368;sköter sin uppgift? - centrala studiestödsnämnden (csn);2019;1;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till myndigheten;7
17410;sköter sin uppgift? - finansinspektionen;2023;1;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till myndigheten;7
15473;sköter sin uppgift? - folkhälsomyndigheten;2020, 2021, 2022;3;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till myndigheten;7
14849;sköter sin uppgift? - försvarsmakten;2018, 2022, 2023, 2024;4;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till myndigheten;7
14159;sköter sin uppgift? - försäkringskassan;2016, 2018, 2019, 2020, 2021, 2022, 2023, 2024;8;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till myndigheten;7
15369;sköter sin uppgift? - konsumentverket;2019;1;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till myndigheten;7
15125;sköter sin uppgift? - kriminalvården;2019, 2023, 2024;3;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till myndigheten;7
15370;sköter sin uppgift? - kronofogdemyndigheten;2019;1;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till myndigheten;7
14160;sköter sin uppgift? - migrationsverket;2016, 2018, 2019, 2020, 2021, 2022, 2023, 2024;8;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till myndigheten;7
14825;sköter sin uppgift? - msb;2018, 2020, 2021, 2022, 2023;5;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till myndigheten;7
16498;sköter sin uppgift? - myndigheten för psykologiskt försvar;2022, 2024;2;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till myndigheten;7
14412;sköter sin uppgift? - naturvårdsverket;2016;1;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till myndigheten;7
15105;sköter sin uppgift? - pensionsmyndigheten;2019, 2022;2;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till myndigheten;7
14161;sköter sin uppgift? - polisen;2016, 2018, 2019, 2020, 2021, 2022, 2023, 2024;8;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till myndigheten;7
15033;sköter sin uppgift? - rekryteringsmyndigheten;2018;1;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till myndigheten;7
14162;sköter sin uppgift? - skatteverket;2016, 2018, 2019, 2020, 2021, 2022, 2023, 2024;8;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till myndigheten;7
17700;sköter sin uppgift? - skolinspektionen;2024;1;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till myndigheten;7
15090;sköter sin uppgift? - skolverket;2019, 2021;2;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till myndigheten;7
15126;sköter sin uppgift? - socialstyrelsen;2019, 2020, 2021, 2023, 2024;5;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till myndigheten;7
15463;sköter sin uppgift? - spelinspektionen;2020, 2021;2;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till myndigheten;7
17411;sköter sin uppgift? - svenska kraftnät;2023;1;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till myndigheten;7
17701;sköter sin uppgift? - säpo;2024;1;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till myndigheten;7
15065;sköter sin uppgift? - trafikverket;2019, 2020;2;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till myndigheten;7
15371;sköter sin uppgift? - tullverket;2019;1;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till myndigheten;7
14818;sköter sin uppgift? - valmyndigheten;2018, 2022;2;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till myndigheten;7
14751;sköter sin uppgift? arbetsförmedlingen;2017;1;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till myndigheten;7
14752;sköter sin uppgift? försäkringskassan;2017;1;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till myndigheten;7
14753;sköter sin uppgift? migrationsverket;2017;1;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till myndigheten;7
14754;sköter sin uppgift? myndigheten för samhällsskydd och beredskap (msb);2017;1;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till myndigheten;7
14755;sköter sin uppgift? polisen;2017;1;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till myndigheten;7
14756;sköter sin uppgift? skatteverket;2017;1;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till myndigheten;7
14757;sköter sin uppgift? skolverket;2017;1;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till myndigheten;7
13422;verksamhet fungerar i det landsting/region eller kommun där du bor? förskolan;2014;1;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till myndigheten;7
13423;verksamhet fungerar i det landsting/region eller kommun där du bor? grundskolan;2014;1;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till myndigheten;7
13424;verksamhet fungerar i det landsting/region eller kommun där du bor? sjukvården;2014;1;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till myndigheten;7
12871;verksamhet fungerar som bedrivs? grundskolan;2013;1;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till myndigheten;7
12872;verksamhet fungerar som bedrivs? kollektivtrafiken;2013;1;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till myndigheten;7
12873;verksamhet fungerar som bedrivs? sjukvården;2013;1;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till myndigheten;7
10930;anser om hur verksamheten fungerar i den kommun där du bor - grundskolan;2010;1;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till verksamheten;7
10931;anser om hur verksamheten fungerar i den kommun där du bor - räddningstjänsten;2010;1;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till verksamheten;7
10932;anser om hur verksamheten fungerar i den kommun där du bor - sjukvården;2010;1;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till verksamheten;7
10933;anser om hur verksamheten fungerar i den kommun där du bor - äldreomsorgen;2010;1;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till verksamheten;7
11548;anser om hur verksamheten fungerar i det landsting/region eller kommun där du bor - förskolan;2011;1;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till verksamheten;7
11549;anser om hur verksamheten fungerar i det landsting/region eller kommun där du bor - kollektivtrafiken;2011;1;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till verksamheten;7
16073;fungerar i den region eller kommun där du bor? - grundskolan;2021, 2022, 2023, 2024;4;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till verksamheten;7
16074;fungerar i den region eller kommun där du bor? - sjukvården;2021, 2022, 2023, 2024;4;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till verksamheten;7
16075;fungerar i den region eller kommun där du bor? - äldreomsorgen;2021, 2022, 2023, 2024;4;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till verksamheten;7
14917;fungerar i det landsting/region eller kommun där du bor? - förskolan;2018;1;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till verksamheten;7
14119;fungerar i det landsting/region eller kommun där du bor? - grundskolan;2016, 2018, 2019, 2020;4;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till verksamheten;7
14120;fungerar i det landsting/region eller kommun där du bor? - sjukvården;2016, 2018, 2019, 2020;4;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till verksamheten;7
14065;fungerar i det landsting/region eller kommun där du bor? - äldreomsorgen;2016, 2018;2;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till verksamheten;7
15654;fungerar i det landsting/region eller kommun där du bor? - äldrevården;2020;1;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej till verksamheten;7
13919;verksamhet fungerar i det landsting region eller kommun där du bor? grundskolan;2015;1;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej tillverksamheten;7
13920;verksamhet fungerar i det landsting region eller kommun där du bor? sjukvården;2015;1;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej tillverksamheten;7
13921;verksamhet fungerar i det landsting region eller kommun där du bor? äldreomsorgen;2015;1;Mycket bra | Ganska bra | Varken bra eller dåligt | Ganska dåligt | Mycket dåligt | Ingen uppfattning | Känner ej tillverksamheten;7
1770;åsikt om regional indelning - avskaffa landstingen;1993, 1994;2;Mycket bra förslag | Ganska bra förslag | Ganska dåligt förslag | Mycket dåligt förslag | Ingen åsikt;5
1771;åsikt om regional indelning - inrätta region- eller länsparlament;1993, 1994;2;Mycket bra förslag | Ganska bra förslag | Ganska dåligt förslag | Mycket dåligt förslag | Ingen åsikt;5
1772;åsikt om regional indelning - kommunalförbund överta uppgifter fr landsting o länsstyrelser;1993, 1994;2;Mycket bra förslag | Ganska bra förslag | Ganska dåligt förslag | Mycket dåligt förslag | Ingen åsikt;5
1773;åsikt om regional indelning - ny regional indelning;1993, 1994;2;Mycket bra förslag | Ganska bra förslag | Ganska dåligt förslag | Mycket dåligt förslag | Ingen åsikt;5
3189;alltid överlåta beslut i viktiga frågor till experter;1998, 2000, 2016, 2020, 2022;5;Mycket bra förslag | Ganska bra förslag | Varken bra eller dåligt förslag | Ganska dåligt förslag | Mycket dåligt förslag;5
17092;ansvaret för miljöpolitik bör ligga hos enskilda medlemsländer istället för hos eu;2023;1;Mycket bra förslag | Ganska bra förslag | Varken bra eller dåligt förslag | Ganska dåligt förslag | Mycket dåligt förslag;5
14852;anvisa lägenhet/bostad för varje hushåll;2018;1;Mycket bra förslag | Ganska bra förslag | Varken bra eller dåligt förslag | Ganska dåligt förslag | Mycket dåligt förslag;5
16107;använda mer skattepengar för att satsa på gång- och cykeltrafik;2021;1;Mycket bra förslag | Ganska bra förslag | Varken bra eller dåligt förslag | Ganska dåligt förslag | Mycket dåligt förslag;5
16108;använda mer skattepengar för att satsa på järnväg;2021;1;Mycket bra förslag | Ganska bra förslag | Varken bra eller dåligt förslag | Ganska dåligt förslag | Mycket dåligt förslag;5
11828;avgiften till alla a-kassor ska vara lika;2012, 2013;2;Mycket bra förslag | Ganska bra förslag | Varken bra eller dåligt förslag | Ganska dåligt förslag | Mycket dåligt förslag;5
11498;avkriminalisera all fildelning på internet;2011, 2012, 2013;3;Mycket bra förslag | Ganska bra förslag | Varken bra eller dåligt förslag | Ganska dåligt förslag | Mycket dåligt förslag;5
16467;avskaffa enskilda länders vetorätt i eu;2022, 2023, 2024;3;Mycket bra förslag | Ganska bra förslag | Varken bra eller dåligt förslag | Ganska dåligt förslag | Mycket dåligt förslag;5
10954;avskaffa entréavgiften till offentliga museer;2010;1;Mycket bra förslag | Ganska bra förslag | Varken bra eller dåligt förslag | Ganska dåligt förslag | Mycket dåligt förslag;5
76;avskaffa löntagarfonder;1986, 1987;2;Mycket bra förslag | Ganska bra förslag | Varken bra eller dåligt förslag | Ganska dåligt förslag | Mycket dåligt förslag;5
17093;avskaffa permanenta uppehållstillstånd;2023;1;Mycket bra förslag | Ganska bra förslag | Varken bra eller dåligt förslag | Ganska dåligt förslag | Mycket dåligt förslag;5
16064;avskaffa regionerna;2021, 2024;2;Mycket bra förslag | Ganska bra förslag | Varken bra eller dåligt förslag | Ganska dåligt förslag | Mycket dåligt förslag;5
11343;avskaffa skatteavdraget för hushållsnära tjänster;2011, 2012;2;Mycket bra förslag | Ganska bra förslag | Varken bra eller dåligt förslag | Ganska dåligt förslag | Mycket dåligt förslag;5
15057;avskaffa systembolagets monopol och tillåt lokala producenter att sälja starksprit, vin eller öl från egen produktion i egna butiker;2019, 2020;2;Mycket bra förslag | Ganska bra förslag | Varken bra eller dåligt förslag | Ganska dåligt förslag | Mycket dåligt förslag;5
11836;avveckla det statliga presstödet;2012, 2021;2;Mycket bra förslag | Ganska bra förslag | Varken bra eller dåligt förslag | Ganska dåligt förslag | Mycket dåligt förslag;5
78;avvisa kränkningar;1986;1;Mycket bra förslag | Ganska bra förslag | Varken bra eller dåligt förslag | Ganska dåligt förslag | Mycket dåligt förslag;5
1286;bedriva mer av sjukvården i privat regi;1991, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024;30;Mycket bra förslag | Ganska bra förslag | Varken bra eller dåligt förslag | Ganska dåligt förslag | Mycket dåligt förslag;5
728;begränsa lagar;1988, 1990;2;Mycket bra förslag | Ganska bra förslag | Varken bra eller dåligt förslag | Ganska dåligt förslag | Mycket dåligt förslag;5
17496;begränsa det fria skolvalet;2024;1;Mycket bra förslag | Ganska bra förslag | Varken bra eller dåligt förslag | Ganska dåligt förslag | Mycket dåligt förslag;5
17497;begränsa skärmtiden för barn;2024;1;Mycket bra förslag | Ganska bra förslag | Varken bra eller dåligt förslag | Ganska dåligt förslag | Mycket dåligt förslag;5
12400;begränsa vårdföretagens möjligheter att ta ut vinster;2013;1;Mycket bra förslag | Ganska bra förslag | Varken bra eller dåligt förslag | Ganska dåligt förslag | Mycket dåligt förslag;5
4635;behålla fastighetsskatten;2000, 2001, 2006, 2007;4;Mycket bra förslag | Ganska bra förslag | Varken bra eller dåligt förslag | Ganska dåligt förslag | Mycket dåligt förslag;5
81;behålla kärnkraften;1986, 1987, 1989, 1990, 2005, 2011;6;Mycket bra förslag | Ganska bra förslag | Varken bra eller dåligt förslag | Ganska dåligt förslag | Mycket dåligt förslag;5
16527;bevara skolor i glesbygd/mindre orter;2022;1;Mycket bra förslag | Ganska bra förslag | Varken bra eller dåligt förslag | Ganska dåligt förslag | Mycket dåligt förslag;5
82;bojkotta sydafrika;1986;1;Mycket bra förslag | Ganska bra förslag | Varken bra eller dåligt förslag | Ganska dåligt förslag | Mycket dåligt förslag;5
16616;bygga fler vindkraftverk i min kommun;2022;1;Mycket bra förslag | Ganska bra förslag | Varken bra eller dåligt förslag | Ganska dåligt förslag | Mycket dåligt förslag;5
14145;de nordiska länderna bör gå samman och bilda en förbundsstat;2016, 2020, 2024;3;Mycket bra förslag | Ganska bra förslag | Varken bra eller dåligt förslag | Ganska dåligt förslag | Mycket dåligt förslag;5
16625;de statliga investeringarna ska bekostas - genom att höja skatten för företag och industrier med höga utsläpp;2022;1;Mycket bra förslag | Ganska bra förslag | Varken bra eller dåligt förslag | Ganska dåligt förslag | Mycket dåligt förslag;5
16626;de statliga investeringarna ska bekostas - genom att höja skatten på varor och tjänster med höga utsläpp;2022;1;Mycket bra förslag | Ganska bra förslag | Varken bra eller dåligt förslag | Ganska dåligt förslag | Mycket dåligt förslag;5
16627;de statliga investeringarna ska bekostas - genom att staten lånar mer pengar;2022;1;Mycket bra förslag | Ganska bra förslag | Varken bra eller dåligt förslag | Ganska dåligt förslag | Mycket dåligt förslag;5
16628;de statliga investeringarna ska bekostas - genom att staten omfördelar resurser inom befintlig budget;2022;1;Mycket bra förslag | Ganska bra förslag | Varken bra eller dåligt förslag | Ganska dåligt förslag | Mycket dåligt förslag;5
14255;den som utnyttjar vård genom privata sjukvårdsförsäkringar bör få en skattereduktion;2016;1;Mycket bra förslag | Ganska bra förslag | Varken bra eller dåligt förslag | Ganska dåligt förslag | Mycket dåligt förslag;5
12491;din åsikt om följande politiska förslag? satsa mer på miljövänligt samhälle;2013;1;Mycket bra förslag | Ganska bra förslag | Varken bra eller dåligt förslag | Ganska dåligt förslag | Mycket dåligt förslag;5
14803;en större del av föräldraförsäkringen bör reserveras för varje förälder;2018, 2019, 2020;3;Mycket bra förslag | Ganska bra förslag | Varken bra eller dåligt förslag | Ganska dåligt förslag | Mycket dåligt förslag;5
17533;endast myndiga personer ska kunna ändra sitt juridiska kön;2024;1;Mycket bra förslag | Ganska bra förslag | Varken bra eller dåligt förslag | Ganska dåligt förslag | Mycket dåligt förslag;5
17217;erbjuda unga vuxna gratis nedfrysning av ägg/spermier;2023;1;Mycket bra förslag | Ganska bra förslag | Varken bra eller dåligt förslag | Ganska dåligt förslag | Mycket dåligt förslag;5
15075;eu bör ha en gemensam armé;2019, 2021;2;Mycket bra förslag | Ganska bra förslag | Varken bra eller dåligt förslag | Ganska dåligt förslag | Mycket dåligt förslag;5
14840;eu bör ha en gemensam finanspolitik;2018, 2019, 2020, 2021, 2022, 2023, 2024;7;Mycket bra förslag | Ganska bra förslag | Varken bra eller dåligt förslag | Ganska dåligt förslag | Mycket dåligt förslag;5
11891;finansiera sveriges television via skatt istället för via nuvarande mottagaravgift;2012;1;Mycket bra förslag | Ganska bra förslag | Varken bra eller dåligt förslag | Ganska dåligt förslag | Mycket dåligt förslag;5
10964;finansiera sveriges television via skatten i stället för via nuvarande mottagaravgift;2010;1;Mycket bra förslag | Ganska bra förslag | Varken bra eller dåligt förslag | Ganska dåligt förslag | Mycket dåligt förslag;5
