question_id;question_text;parent_question;item;years;num_years;response_alternatives;num_responses;should_group_with;notes
8446;beredd betala högre skatt för miljöändamål - din kommun;beredd betala högre skatt;;2006;1;Inte alls beredd att betala högre skatt (0) | (1) | (2) | (3) | (4) | (5) | (6) | (7) | (8) | (9) | I mycket hög grad beredd att betala högre skatt (10);11;;
8447;beredd betala högre skatt för miljöändamål - sverige;beredd betala högre skatt;;2006;1;Inte alls beredd att betala högre skatt (0) | (1) | (2) | (3) | (4) | (5) | (6) | (7) | (8) | (9) | I mycket hög grad beredd att betala högre skatt (10);11;;
8448;beredd betala högre skatt för miljöändamål - u-länder;beredd betala högre skatt;;2006;1;Inte alls beredd att betala högre skatt (0) | (1) | (2) | (3) | (4) | (5) | (6) | (7) | (8) | (9) | I mycket hög grad beredd att betala högre skatt (10);11;;
7780;betala högre skatt för fattigdomsbekämpning - i baltikum (estland, lettland, litauen);betala högre skatt;;2005;1;Inte alls beredd att betala högre skatt (0) | (1) | (2) | (3) | (4) | (5) | (6) | (7) | (8) | (9) | I mycket hög grad beredd att betala högre skatt (10);11;;
7781;betala högre skatt för fattigdomsbekämpning - i din kommun;betala högre skatt;;2005;1;Inte alls beredd att betala högre skatt (0) | (1) | (2) | (3) | (4) | (5) | (6) | (7) | (8) | (9) | I mycket hög grad beredd att betala högre skatt (10);11;;
7782;betala högre skatt för fattigdomsbekämpning - i sverige;betala högre skatt;;2005;1;Inte alls beredd att betala högre skatt (0) | (1) | (2) | (3) | (4) | (5) | (6) | (7) | (8) | (9) | I mycket hög grad beredd att betala högre skatt (10);11;;
7783;betala högre skatt för fattigdomsbekämpning - i u-länder;betala högre skatt;;2005;1;Inte alls beredd att betala högre skatt (0) | (1) | (2) | (3) | (4) | (5) | (6) | (7) | (8) | (9) | I mycket hög grad beredd att betala högre skatt (10);11;;
7784;betala högre skatt för miljöändamål i - baltikum (estland, lettland, litauen);betala högre skatt;;2005;1;Inte alls beredd att betala högre skatt (0) | (1) | (2) | (3) | (4) | (5) | (6) | (7) | (8) | (9) | I mycket hög grad beredd att betala högre skatt (10);11;;
7785;betala högre skatt för miljöändamål i - din kommun;betala högre skatt;;2005;1;Inte alls beredd att betala högre skatt (0) | (1) | (2) | (3) | (4) | (5) | (6) | (7) | (8) | (9) | I mycket hög grad beredd att betala högre skatt (10);11;;
7786;betala högre skatt för miljöändamål i - sverige;betala högre skatt;;2005;1;Inte alls beredd att betala högre skatt (0) | (1) | (2) | (3) | (4) | (5) | (6) | (7) | (8) | (9) | I mycket hög grad beredd att betala högre skatt (10);11;;
7787;betala högre skatt för miljöändamål i - u-länder;betala högre skatt;;2005;1;Inte alls beredd att betala högre skatt (0) | (1) | (2) | (3) | (4) | (5) | (6) | (7) | (8) | (9) | I mycket hög grad beredd att betala högre skatt (10);11;;
4231;beredd att göra arbeta aktivt i en miljöorganisation;beredd att göra;;1999;1;Inte alls beredd att göra (0) | (1) | (2) | (3) | (4) | (5) | (6) | (7) | (8) | (9) | I mycket hög grad beredd att göra (10);11;;
4232;beredd att göra avstå från miljöfarliga varor;beredd att göra;;1999;1;Inte alls beredd att göra (0) | (1) | (2) | (3) | (4) | (5) | (6) | (7) | (8) | (9) | I mycket hög grad beredd att göra (10);11;;
4233;beredd att göra betala högre skatt om pengarna används till miljöändamål;beredd att göra;;1999;1;Inte alls beredd att göra (0) | (1) | (2) | (3) | (4) | (5) | (6) | (7) | (8) | (9) | I mycket hög grad beredd att göra (10);11;;
4234;beredd att göra kompostera;beredd att göra;;1999;1;Inte alls beredd att göra (0) | (1) | (2) | (3) | (4) | (5) | (6) | (7) | (8) | (9) | I mycket hög grad beredd att göra (10);11;;
4235;beredd att göra lämna in miljöfarligt avfall;beredd att göra;;1999;1;Inte alls beredd att göra (0) | (1) | (2) | (3) | (4) | (5) | (6) | (7) | (8) | (9) | I mycket hög grad beredd att göra (10);11;;
4236;beredd att göra minska bilåkandet;beredd att göra;;1999;1;Inte alls beredd att göra (0) | (1) | (2) | (3) | (4) | (5) | (6) | (7) | (8) | (9) | I mycket hög grad beredd att göra (10);11;;
4237;beredd att göra sortera sopor;beredd att göra;;1999;1;Inte alls beredd att göra (0) | (1) | (2) | (3) | (4) | (5) | (6) | (7) | (8) | (9) | I mycket hög grad beredd att göra (10);11;;
4238;beredd att göra spara energi i hemmet;beredd att göra;;1999;1;Inte alls beredd att göra (0) | (1) | (2) | (3) | (4) | (5) | (6) | (7) | (8) | (9) | I mycket hög grad beredd att göra (10);11;;
4239;beredd att göra uppmuntra bekanta att bete sig mer miljövänligt;beredd att göra;;1999;1;Inte alls beredd att göra (0) | (1) | (2) | (3) | (4) | (5) | (6) | (7) | (8) | (9) | I mycket hög grad beredd att göra (10);11;;
4240;beredd att göra välja ekologiskt producerade livsmedel;beredd att göra;;1999;1;Inte alls beredd att göra (0) | (1) | (2) | (3) | (4) | (5) | (6) | (7) | (8) | (9) | I mycket hög grad beredd att göra (10);11;;
4241;beredd att göra välja miljömärkta varor;beredd att göra;;1999;1;Inte alls beredd att göra (0) | (1) | (2) | (3) | (4) | (5) | (6) | (7) | (8) | (9) | I mycket hög grad beredd att göra (10);11;;
7115;fäst vid - den kommun där du bor;fäst vid;;2004;1;Inte alls fäst vid (0) | (1) | (2) | (3) | (4) | (5) | (6) | (7) | (8) | (9) | Mycket fäst vid (10);11;;
7116;fäst vid - den ort/kommundel där du bor;fäst vid;;2004;1;Inte alls fäst vid (0) | (1) | (2) | (3) | (4) | (5) | (6) | (7) | (8) | (9) | Mycket fäst vid (10);11;;
7117;fäst vid - det län/den region där du bor;fäst vid;;2004;1;Inte alls fäst vid (0) | (1) | (2) | (3) | (4) | (5) | (6) | (7) | (8) | (9) | Mycket fäst vid (10);11;;
7118;fäst vid - eu;fäst vid;;2004;1;Inte alls fäst vid (0) | (1) | (2) | (3) | (4) | (5) | (6) | (7) | (8) | (9) | Mycket fäst vid (10);11;;
7119;fäst vid - europa;fäst vid;;2004;1;Inte alls fäst vid (0) | (1) | (2) | (3) | (4) | (5) | (6) | (7) | (8) | (9) | Mycket fäst vid (10);11;;
7120;fäst vid - sverige;fäst vid;;2004;1;Inte alls fäst vid (0) | (1) | (2) | (3) | (4) | (5) | (6) | (7) | (8) | (9) | Mycket fäst vid (10);11;;
14657;hur bedömer du själv dina kunskaper om nanoteknik;;;2017;1;Inte alls goda | Inte särskilt goda | Ganska goda | Mycket goda;4;;
9220;hur intresserad av - kultur;hur intresserad av;;2007;1;Inte alls intresserad (0) | (1) | (2) | (3) | (4) | (5) | (6) | (7) | (8) | (9) | Mycket intresserad (10);11;;
9221;hur intresserad av - lokalsamhället;hur intresserad av;;2007;1;Inte alls intresserad (0) | (1) | (2) | (3) | (4) | (5) | (6) | (7) | (8) | (9) | Mycket intresserad (10);11;;
9222;hur intresserad av - miljöfrågor;hur intresserad av;;2007;1;Inte alls intresserad (0) | (1) | (2) | (3) | (4) | (5) | (6) | (7) | (8) | (9) | Mycket intresserad (10);11;;
9223;hur intresserad av - ny teknik;hur intresserad av;;2007;1;Inte alls intresserad (0) | (1) | (2) | (3) | (4) | (5) | (6) | (7) | (8) | (9) | Mycket intresserad (10);11;;
9224;hur intresserad av - nöje/underhållning;hur intresserad av;;2007;1;Inte alls intresserad (0) | (1) | (2) | (3) | (4) | (5) | (6) | (7) | (8) | (9) | Mycket intresserad (10);11;;
9225;hur intresserad av - politik;hur intresserad av;;2007;1;Inte alls intresserad (0) | (1) | (2) | (3) | (4) | (5) | (6) | (7) | (8) | (9) | Mycket intresserad (10);11;;
9226;hur intresserad av - sport;hur intresserad av;;2007;1;Inte alls intresserad (0) | (1) | (2) | (3) | (4) | (5) | (6) | (7) | (8) | (9) | Mycket intresserad (10);11;;
11059;intresserad av - ekonomi;intresserad av;;2010;1;Inte alls intresserad (0) | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | Mycket intresserad (10);11;;
11060;intresserad av - heminredning;intresserad av;;2010;1;Inte alls intresserad (0) | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | Mycket intresserad (10);11;;
11061;intresserad av - hälsa/medicin;intresserad av;;2010;1;Inte alls intresserad (0) | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | Mycket intresserad (10);11;;
11062;intresserad av - natur och frilufsliv;intresserad av;;2010;1;Inte alls intresserad (0) | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | Mycket intresserad (10);11;;
11063;intresserad av - nöje/underhållning;intresserad av;;2010;1;Inte alls intresserad (0) | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | Mycket intresserad (10);11;;
11064;intresserad av - resor;intresserad av;;2010;1;Inte alls intresserad (0) | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | Mycket intresserad (10);11;;
11674;intresserad av - hemindredning;intresserad av;;2011;1;Inte alls intresserad | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | Mycket intresserad;11;;
11675;intresserad av - hälsa;intresserad av;;2011;1;Inte alls intresserad | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | Mycket intresserad;11;;
10816;intresserad av - kultur;intresserad av;;2010, 2011;2;Inte alls intresserad | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | Mycket intresserad;11;;
10817;intresserad av - lokalsamhället;intresserad av;;2010, 2011;2;Inte alls intresserad | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | Mycket intresserad;11;;
10818;intresserad av - miljöfrågor;intresserad av;;2010, 2011;2;Inte alls intresserad | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | Mycket intresserad;11;;
10819;intresserad av - mode/kläder;intresserad av;;2010, 2011;2;Inte alls intresserad | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | Mycket intresserad;11;;
11676;intresserad av - natur och friluftsliv;intresserad av;;2011;1;Inte alls intresserad | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | Mycket intresserad;11;;
10820;intresserad av - ny teknik;intresserad av;;2010, 2011;2;Inte alls intresserad | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | Mycket intresserad;11;;
11677;intresserad av - nöjen/underhållning;intresserad av;;2011;1;Inte alls intresserad | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | Mycket intresserad;11;;
10821;intresserad av - shopping/gå i affärer;intresserad av;;2010, 2011;2;Inte alls intresserad | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | Mycket intresserad;11;;
10822;intresserad av - utseende/kroppsvård;intresserad av;;2010, 2011;2;Inte alls intresserad | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | Mycket intresserad;11;;
10823;intresserad av - vetenskap;intresserad av;;2010, 2011;2;Inte alls intresserad | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | Mycket intresserad;11;;
7830;föredrar att titta på - förströelse- och underhållningsprogram;föredrar att titta på;;2005;1;Inte alls intresserad av att titta på (0) | (1) | (2) | (3) | (4) | (5) | (6) | (7) | (8) | (9) | Mycket intresserad av att titta på (10);11;;
7831;föredrar att titta på - informations- och faktaprogram;föredrar att titta på;;2005;1;Inte alls intresserad av att titta på (0) | (1) | (2) | (3) | (4) | (5) | (6) | (7) | (8) | (9) | Mycket intresserad av att titta på (10);11;;
11757;typ av tv-program föredras - förströelse- och underhållningsprogram;typ av tv-program föredras;;2011;1;Inte alls intresserad av att titta på | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 Mycket intresserad av att titta på;11;;
11758;typ av tv-program föredras - informations- och faktaprogram;typ av tv-program föredras;;2011;1;Inte alls intresserad av att titta på | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 Mycket intresserad av att titta på;11;;
4342;hur viktiga är miljöfrågor jämfört med andra samhällsfrågor;;;1999;1;Inte alls lika viktiga som andra samhällsfrågor (0) | (1) | (2) | (3) | (4) | Lika viktiga som andra samhällsfrågor (5) | (6) | (7) | (8) | (9) | Mycket viktigare än andra samhällsfrågor (10);11;;
11017;hur nöjd är du med - betalda dagstidningar på papper - bredden i innehållet;hur nöjd är du med;;2010;1;Inte alls nöjd (1) | 2 | 4 | Mycket nöjd (5);4;;
11018;hur nöjd är du med - betalda dagstidningar på papper - fördjupningsmaterialet;hur nöjd är du med;;2010;1;Inte alls nöjd (1) | 2 | 4 | Mycket nöjd (5);4;;
11019;hur nöjd är du med - betalda dagstidningar på papper - jag läser aldrig någon betald dagstidning på papper;hur nöjd är du med;;2010;1;Inte alls nöjd (1) | 2 | 4 | Mycket nöjd (5);4;;
11020;hur nöjd är du med - betalda dagstidningar på papper - läsbarheten;hur nöjd är du med;;2010;1;Inte alls nöjd (1) | 2 | 4 | Mycket nöjd (5);4;;
11021;hur nöjd är du med - betalda dagstidningar på papper - tillgängligheten;hur nöjd är du med;;2010;1;Inte alls nöjd (1) | 2 | 4 | Mycket nöjd (5);4;;
11022;hur nöjd är du med - dagliga gratistidningar (metro/city/18 minuter/extra östergötland) - bredden i innehållet;hur nöjd är du med;;2010;1;Inte alls nöjd (1) | 2 | 4 | Mycket nöjd (5);4;;
11023;hur nöjd är du med - dagliga gratistidningar (metro/city/18 minuter/extra östergötland) - fördjupningsmaterialet;hur nöjd är du med;;2010;1;Inte alls nöjd (1) | 2 | 4 | Mycket nöjd (5);4;;
11024;hur nöjd är du med - dagliga gratistidningar (metro/city/18 minuter/extra östergötland) - jag läser aldrig någon daglig gratistidning;hur nöjd är du med;;2010;1;Inte alls nöjd (1) | 2 | 4 | Mycket nöjd (5);4;;
11025;hur nöjd är du med - dagliga gratistidningar (metro/city/18 minuter/extra östergötland) - läsbarheten;hur nöjd är du med;;2010;1;Inte alls nöjd (1) | 2 | 4 | Mycket nöjd (5);4;;
11026;hur nöjd är du med - dagliga gratistidningar (metro/city/18 minuter/extra östergötland) - tillgängligheten;hur nöjd är du med;;2010;1;Inte alls nöjd (1) | 2 | 4 | Mycket nöjd (5);4;;
11027;hur nöjd är du med - dagstidningar på internet - bredden i innehållet;hur nöjd är du med;;2010;1;Inte alls nöjd (1) | 2 | 4 | Mycket nöjd (5);4;;
11028;hur nöjd är du med - dagstidningar på internet - fördjupningsmaterialet;hur nöjd är du med;;2010;1;Inte alls nöjd (1) | 2 | 4 | Mycket nöjd (5);4;;
11029;hur nöjd är du med - dagstidningar på internet - jag läser aldrig någon betald dagstidning på papper;hur nöjd är du med;;2010;1;Inte alls nöjd (1) | 2 | 4 | Mycket nöjd (5);4;;
11030;hur nöjd är du med - dagstidningar på internet - läsbarheten;hur nöjd är du med;;2010;1;Inte alls nöjd (1) | 2 | 4 | Mycket nöjd (5);4;;
11031;hur nöjd är du med - dagstidningar på internet - tillgängligheten;hur nöjd är du med;;2010;1;Inte alls nöjd (1) | 2 | 4 | Mycket nöjd (5);4;;
7048;bedömer som vetenskapligt - astrologi;bedömer som vetenskapligt;;2004;1;Inte alls vetenskapligt (1) | (2) | (3) | (4) | I högsta grad vetenskapligt (5) | Ingen åsikt;6;;
7049;bedömer som vetenskapligt - astronomi;bedömer som vetenskapligt;;2004;1;Inte alls vetenskapligt (1) | (2) | (3) | (4) | I högsta grad vetenskapligt (5) | Ingen åsikt;6;;
7050;bedömer som vetenskapligt - biologi;bedömer som vetenskapligt;;2004;1;Inte alls vetenskapligt (1) | (2) | (3) | (4) | I högsta grad vetenskapligt (5) | Ingen åsikt;6;;
7051;bedömer som vetenskapligt - filosofi;bedömer som vetenskapligt;;2004;1;Inte alls vetenskapligt (1) | (2) | (3) | (4) | I högsta grad vetenskapligt (5) | Ingen åsikt;6;;
7052;bedömer som vetenskapligt - parapsykologi;bedömer som vetenskapligt;;2004;1;Inte alls vetenskapligt (1) | (2) | (3) | (4) | I högsta grad vetenskapligt (5) | Ingen åsikt;6;;
7053;bedömer som vetenskapligt - statskunskap;bedömer som vetenskapligt;;2004;1;Inte alls vetenskapligt (1) | (2) | (3) | (4) | I högsta grad vetenskapligt (5) | Ingen åsikt;6;;
75;arbetsplatsinflytande;;;1986;1;Inte alls viktigt | Varken viktigt elle | Mycket viktigt;3;;
14;bekämpa brottslighet;;;1986, 1989;2;Inte alls viktigt | Varken viktigt elle | Mycket viktigt;3;;
15;bekämpa prisstegring;;;1986, 1989;2;Inte alls viktigt | Varken viktigt elle | Mycket viktigt;3;;
16;bevara landskapsmiljö;;;1986, 1989;2;Inte alls viktigt | Varken viktigt elle | Mycket viktigt;3;;
898;ekonomisk tillvåxt;;;1989;1;Inte alls viktigt | Varken viktigt elle | Mycket viktigt;3;;
901;enskildes inflytande;;;1989;1;Inte alls viktigt | Varken viktigt elle | Mycket viktigt;3;;
117;häg ekonom tillvåxt;;;1986;1;Inte alls viktigt | Varken viktigt elle | Mycket viktigt;3;;
17;ideer och tankar;;;1986, 1989;2;Inte alls viktigt | Varken viktigt elle | Mycket viktigt;3;;
158;lag och ordning;;;1986;1;Inte alls viktigt | Varken viktigt elle | Mycket viktigt;3;;
187;månskligare samhålle;;;1986;1;Inte alls viktigt | Varken viktigt elle | Mycket viktigt;3;;
954;månskligt samhålle;;;1989;1;Inte alls viktigt | Varken viktigt elle | Mycket viktigt;3;;
953;mäjlighet pöverka;;;1989;1;Inte alls viktigt | Varken viktigt elle | Mycket viktigt;3;;
210;pöverka pol beslut;;;1986;1;Inte alls viktigt | Varken viktigt elle | Mycket viktigt;3;;
20;skydda yttrandefrihet;;;1986, 1989;2;Inte alls viktigt | Varken viktigt elle | Mycket viktigt;3;;
21;stabil ekonomi;;;1986, 1989;2;Inte alls viktigt | Varken viktigt elle | Mycket viktigt;3;;
22;starkt färsvar;;;1986, 1989;2;Inte alls viktigt | Varken viktigt elle | Mycket viktigt;3;;
1015;uppråtthölla lag;;;1989;1;Inte alls viktigt | Varken viktigt elle | Mycket viktigt;3;;
10962;en genomsnnittlig månad, ungefär hur mycket tid lägger du på att handla sådant som kläder/skor, hemelektronik och inredning;;;2010;1;Inte tid alls | Upp till 1 timme | 1–5 timmar | 5–10 timmar | 10–20 timmar | 20–30 timmar | Mer än 30 timmar;7;;
5383;hur mycket mer är du villig att betala för miljövänlig el;;;2001;1;Inte villig att betala mer för miljövänlig el | Upp till ca 200 kronormer | Upp till ca 500 kronormer' | Upp till ca 1000 kronormer' | Ingen uppfattning;5;;
9228;hur mycket mer tror du ditt hushåll är villigt att betala för miljövänlig el;;;2007;1;Inte villigt att betala mer för miljöv el än för annan el | Villigt att betala ca 200 kronormer/år för miljövänlig el | Villigt att betala ca 500 kronormer/år för miljövänlig el | Villigt att betala ca 1 000 kronorel mer/år för miljövänlig el | Ingen uppfattning;5;;
1075;islams syn på kvinnor;;;1990;1;Islam motverkar hög | motverkar i någon må | Islam medför i någon | Islam medför i hög g;4;;
1076;islams utveckling;;;1990;1;Islam är på kraftig frammarsch | Islam är på frammarsch | Islam är på tillbakagång;3;;
6544;hur röstade du i höstens folkomröstning om att införa euron som valuta i sverige;;;2003;1;Ja –Sverige skall införa euron som valuta | Nej –Sverige skall inte införa euron som valuta | Röstade blankt | Röstade ej | Ej röstberättigad;5;;
13080;är du medlem i något fackförbund;;;2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024;11;Ja (ange hela namnet) | Nej;2;;
152;l pren morgontidning;l;;1986;1;Ja | Ej markerat;2;;
153;l åser arbetet/skolan;l;;1986;1;Ja | Ej markerat;2;;
154;l åser hos bekant;l;;1986;1;Ja | Ej markerat;2;;
155;l åser på annat sått;l;;1986;1;Ja | Ej markerat;2;;
156;l åser på biblioteket;l;;1986;1;Ja | Ej markerat;2;;
157;l önar av bekant;l;;1986;1;Ja | Ej markerat;2;;
2677;allt har blivit så dyrt att pengarna inte räcker till;;;1997;1;Ja | Nej;2;Auto: 2679;
2680;ange om du tycker att påståendet stämmer kulturprogram ger impulser till fortsatt tankearbete;;;1997;1;Ja | Nej;2;;
2681;ange om du tycker att påståendet stämmer kulturprogram ger insikter om min egen livssituation;;;1997;1;Ja | Nej;2;;
2682;ange om du tycker att påståendet stämmer kulturprogram ger kunskaper om hur världen är beskaffad;;;1997;1;Ja | Nej;2;;
2683;ange om du tycker att påståendet stämmer kulturprogram ger råd och upplysningar som man har nytta av i vard;;;1997;1;Ja | Nej;2;;
2684;ange om du tycker att påståendet stämmer kulturprogram ger spännande idéer om nya livsstilar och moden;;;1997;1;Ja | Nej;2;;
2685;ange om du tycker att påståendet stämmer kulturprogram innehåller intressanta samtalsämnen;;;1997;1;Ja | Nej;2;;
2686;ange om du tycker att påståendet stämmer kulturprogram är bra och trevlig underhållning;;;1997;1;Ja | Nej;2;;
2687;ange om du tycker att påståendet stämmer nyhetsprogram ger impulser till fortsatt tankearbete;;;1997;1;Ja | Nej;2;;
2688;ange om du tycker att påståendet stämmer nyhetsprogram ger insikter om min egen livssituation;;;1997;1;Ja | Nej;2;;
2689;ange om du tycker att påståendet stämmer nyhetsprogram ger kunskaper om hur världen är beskaffad;;;1997;1;Ja | Nej;2;;
2690;ange om du tycker att påståendet stämmer nyhetsprogram ger kunskaper om människor i andra länder;;;1997;1;Ja | Nej;2;;
2691;ange om du tycker att påståendet stämmer nyhetsprogram ger möjligheter att koppla av;;;1997;1;Ja | Nej;2;;
2692;ange om du tycker att påståendet stämmer nyhetsprogram ger råd och upplysningar som man har nytta av i vard;;;1997;1;Ja | Nej;2;;
2693;ange om du tycker att påståendet stämmer nyhetsprogram ger spännande idéer om nya livsstilar och moden;;;1997;1;Ja | Nej;2;;
2694;ange om du tycker att påståendet stämmer nyhetsprogram innehåller intressanta samtalsämnen;;;1997;1;Ja | Nej;2;;
2695;ange om du tycker att påståendet stämmer nyhetsprogram är bra och trevlig underhållning;;;1997;1;Ja | Nej;2;;
2696;ange om du tycker att påståendet stämmer svenska tv-serier ger impulser till fortsatt tankearbete;;;1997;1;Ja | Nej;2;;
2697;ange om du tycker att påståendet stämmer svenska tv-serier ger insikter om min egen livssituation;;;1997;1;Ja | Nej;2;;
2698;ange om du tycker att påståendet stämmer svenska tv-serier ger kunskaper om hur världen är beskaffad;;;1997;1;Ja | Nej;2;;
2699;ange om du tycker att påståendet stämmer svenska tv-serier ger kunskaper om människor i andra länder;;;1997;1;Ja | Nej;2;;
2700;ange om du tycker att påståendet stämmer svenska tv-serier ger möjligheter att koppla av;;;1997;1;Ja | Nej;2;;
2701;ange om du tycker att påståendet stämmer svenska tv-serier ger råd och upplysningar som man har nytta av i;;;1997;1;Ja | Nej;2;;
2702;ange om du tycker att påståendet stämmer svenska tv-serier ger spännande idéer om nya livsstilar och moden;;;1997;1;Ja | Nej;2;;
2703;ange om du tycker att påståendet stämmer svenska tv-serier innehåller intressanta samtalsämnen;;;1997;1;Ja | Nej;2;;
2704;ange om du tycker att påståendet stämmer svenska tv-serier är bra och trevlig underhållning;;;1997;1;Ja | Nej;2;;
2705;ange om du tycker att påståendet stämmer utländska tv-serier ger impulser till fortsatt tankearbete;;;1997;1;Ja | Nej;2;;
2706;ange om du tycker att påståendet stämmer utländska tv-serier ger insikter om min egen livssituation;;;1997;1;Ja | Nej;2;;
2707;ange om du tycker att påståendet stämmer utländska tv-serier ger kunskaper om hur världen är beskaffad;;;1997;1;Ja | Nej;2;;
2708;ange om du tycker att påståendet stämmer utländska tv-serier ger kunskaper om människor i andra länder;;;1997;1;Ja | Nej;2;;
2709;ange om du tycker att påståendet stämmer utländska tv-serier ger möjligheter att koppla av;;;1997;1;Ja | Nej;2;;
2710;ange om du tycker att påståendet stämmer utländska tv-serier ger råd och upplysningar som man har nytta av;;;1997;1;Ja | Nej;2;;
2711;ange om du tycker att påståendet stämmer utländska tv-serier ger spännande idéer om nya livsstilar och mode;;;1997;1;Ja | Nej;2;;
2712;ange om du tycker att påståendet stämmer utländska tv-serier innehåller intressanta samtalsämnen;;;1997;1;Ja | Nej;2;;
2713;ange om du tycker att påståendet stämmer utländska tv-serier är bra och trevlig underhållning;;;1997;1;Ja | Nej;2;;
4215;annan tillgång köper lösnummer;annan tillgång;;1999;1;Ja | Nej;2;;
4222;annan tillgång lånar av bekan/granne;annan tillgång;;1999;1;Ja | Nej;2;;
4216;annan tillgång läser hos bekan/granne;annan tillgång;;1999;1;Ja | Nej;2;;
4217;annan tillgång läser på annat sätt;annan tillgång;;1999;1;Ja | Nej;2;;
4218;annan tillgång läser på arbetet/skolan;annan tillgång;;1999;1;Ja | Nej;2;;
4219;annan tillgång läser på bibliotek;annan tillgång;;1999;1;Ja | Nej;2;;
4220;annan tillgång läser på internet;annan tillgång;;1999;1;Ja | Nej;2;;
4221;annan tillgång läser på kollektivtrafiken;annan tillgång;;1999;1;Ja | Nej;2;;
4223;annan tillgång prenumererar på någon morgontidning;annan tillgång;;1999;1;Ja | Nej;2;;
4046;arbetar du regelbundet vid sidan om din ordinarie anställning;;;1999, 2000, 2001, 2002;4;Ja | Nej;2;;
1298;arbetar själv inom barnavårdscentral;;;1991;1;Ja | Nej;2;;
1299;arbetar själv inom barnomsorg;;;1991;1;Ja | Nej;2;;
1300;arbetar själv inom bostadsförmedling;;;1991;1;Ja | Nej;2;;
1301;arbetar själv inom idrottsanläggning;;;1991;1;Ja | Nej;2;;
1302;arbetar själv inom privatläkare;;;1991;1;Ja | Nej;2;;
1303;arbetar själv inom privattandläkare;;;1991;1;Ja | Nej;2;;
1304;arbetar själv inom skola;;;1991;1;Ja | Nej;2;;
1305;arbetar själv inom vårdcentral;;;1991;1;Ja | Nej;2;;
1306;arbetar själv inom äldreomsorg;;;1991;1;Ja | Nej;2;;
6355;barn i hushållet 16 år eller äldre;;;2003, 2009;2;Ja | Nej;2;;
15526;behov av att förändra för din hälsa? alkoholvanor;;;2020;1;Ja | Nej;2;;
15527;behov av att förändra för din hälsa? fysisk aktivitet;;;2020;1;Ja | Nej;2;;
15528;behov av att förändra för din hälsa? rökning;;;2020;1;Ja | Nej;2;;
15529;behov av professionellt stöd för att förändra? alkoholvanor;behov av professionellt stöd för att förändra;;2020;1;Ja | Nej;2;;
15530;behov av professionellt stöd för att förändra? fysisk aktivitet;behov av professionellt stöd för att förändra;;2020;1;Ja | Nej;2;;
15531;behov av professionellt stöd för att förändra? matvanor;behov av professionellt stöd för att förändra;;2020;1;Ja | Nej;2;;
15532;behov av professionellt stöd för att förändra? rökning;behov av professionellt stöd för att förändra;;2020;1;Ja | Nej;2;;
9561;beundrar särskild person - svensk el utländsk, levande el död;;;2008;1;Ja | Nej;2;;
2002;bör finska invandrare ha rätt till egna - kyrkor/motsvarande;;;1994;1;Ja | Nej;2;;
2003;bör finska invandrare ha rätt till egna - officiellt godkänt språk;;;1994;1;Ja | Nej;2;;
2004;bör finska invandrare ha rätt till egna - politiska partier;;;1994;1;Ja | Nej;2;;
2005;bör finska invandrare ha rätt till egna - politiska representanter;;;1994;1;Ja | Nej;2;;
2006;bör finska invandrare ha rätt till egna - skolor;;;1994;1;Ja | Nej;2;;
2007;bör finska invandrare ha rätt till egna - tidningar;;;1994;1;Ja | Nej;2;;
2008;bör muslimska invandrare ha rätt till egna - kulturella organisationer;;;1994;1;Ja | Nej;2;;
2009;bör muslimska invandrare ha rätt till egna - kyrkor/motsvarande;;;1994;1;Ja | Nej;2;;
2010;bör muslimska invandrare ha rätt till egna - officiellt godkänt språk;;;1994;1;Ja | Nej;2;;
2011;bör muslimska invandrare ha rätt till egna - politiska partier;;;1994;1;Ja | Nej;2;;
2012;bör muslimska invandrare ha rätt till egna - politiska representanter;;;1994;1;Ja | Nej;2;;
2013;bör muslimska invandrare ha rätt till egna - skolor;;;1994;1;Ja | Nej;2;;
